material_id,pretty_formula
mp-862978,Er2AgRu
mp-568,TiSb2
mp-2457,Tb2O3
mp-6586,K2NaAlF6
mp-753712,YIO
mp-7701,BaSi2
mp-998710,TlHgF3
mp-1227262,Ce2InAg
mp-1218055,Ta7S12
mp-1189393,HoScS3
mp-634,HgS
mp-972216,Sr2SmSbO6
mp-753804,LiCo2(PO4)2
mp-21378,HoMnGe
mp-625830,Zn(HO)2
mp-1239,Sb3Ir
mp-1185807,Mg5Ag
mp-676058,V3NiS6
mp-1220389,Nd2Ge3Rh
mp-29504,ClF
mp-778079,BaYF5
mp-773500,LiMnCuO4
mp-1176413,MnWO4
mp-643718,BaMgH4
mp-232,DyRh
mp-541950,GaN5O14
mp-1215523,YbSm3S4
mp-2197,BaHg
mp-568668,DyFe2SiC
mp-1114335,Na2LiCrF6
mp-1078469,CuPN2
mp-1208554,TaSiPt
mp-36866,Al2CdO4
mp-4051,AlPO4
mp-9605,Hf3Si3Ni2
mp-1181899,Cd(BrO2)2
mp-1070321,NdSi3Rh
mp-626151,YHO2
mp-1026034,Mo(WS3)2
mp-2880,LuB2Os3
mp-10887,HfAlCu2
mp-753277,LiAgF2
mp-1114564,Rb2LiCeI6
mp-1025371,CdPd5Se
mp-29941,Sc2C
mp-1190176,Ba3Sn2
mp-1222608,Li2SnPd
mp-998916,KO2
mp-1315545,LiCrCoO4
mp-1077942,Rb2TeSe4
mp-1006068,Gd2AgRh
mp-1216193,Y(Al3Fe)3
mp-28368,TlAuCl4
mp-1214419,BaCa2Mg(SiO4)2
mp-1218154,SrLaFeO4
mp-1217485,TbMnAl
mp-20489,SrPbO3
mp-1222551,Li3NdGa8
mp-1102925,NbFeSi
mp-8768,K2CoSe2
mp-1245896,NaFeN
mp-849223,LiNb(TeO4)3
mp-1226503,CeSmB12
mp-22668,YCoO3
mp-1185505,LuMnRh2
mp-1222659,Li2GaAg
mp-571011,CsI4
mp-1079855,LiPd7
mp-754117,YHO2
mp-1226968,CaZrV2O8
mp-755488,SrTaNO2
mp-1220695,Nb2CuTe4
mp-510536,MoO2
mp-1025356,ZnAsPt5
mp-867304,BeVFe2
mp-15998,RbV(CuS2)2
mp-11905,LiNd2IrO6
mp-1186047,Na3In
mp-19328,NaWO3
mp-754106,Mn2PO5
mp-1103658,LaS2
mp-1274653,La2MgCoO6
mp-1194,CdPt
mp-867923,ScGaPt2
mp-1077383,CsAuS
mp-865147,Be2CuRu
mp-1221050,NaFe2Mo2H3O10
mp-753314,Eu2SeO2
mp-1205505,ErSiRu2C
mp-1183281,Ba2CdIn
mp-1189771,Tb7MnBr12
mp-8132,Li(TiSe2)3
mp-2444,GaRh
mp-574244,Ce(PRu)2
mp-1102095,Lu3(CuSi)4
mp-1229093,Ag2Hg
mp-573376,Lu2CCl2
mp-975663,Pr(CoB)4
mp-1226600,CeNd3C8
mp-752676,TiBi2O5
mp-1225966,Eu2(CuNi)5
mp-759619,Mn3O2F5
mp-757095,Li2Fe(PO4)2
mp-20411,InN
mp-31460,NbCoSb
mp-2126,HfIr3
mp-573548,La3(GaNi2)2
mp-31056,Dy3InN
mp-1101849,YGaPd
mp-1113512,Cs3AlCl6
mp-1078392,YSb(PbO3)2
mp-20886,CeZnSn
mp-1094149,NaTi2BiO6
mp-763740,LiFeSiO4
mp-1224456,HfInPt2
mp-759808,Ni3OF5
mp-1205538,TmFe2SiC
mp-1219978,PrGa2Co3
mp-1105210,ScAlAu
mp-19450,ScTl(MoO4)2
mp-752451,Zn(CuO2)2
mp-1094201,La2Mg
mp-1218385,Sr3Ca(NCl)2
mp-505540,TiAsRh
mp-1225412,Dy3(Al2Fe)2
mp-755947,Li3(CrS2)4
mp-8678,NaAlPO4F
mp-1102993,EuAs
mp-10155,P2Ir
mp-768289,Li2FeBO4
mp-1206013,HoGe2Pd
mp-1030319,Te2Mo
mp-1216529,Tm2SbTe
mp-756098,BaSrI4
mp-557713,Ba2LaTaO6
mp-865032,Mn2PtRh
mp-22916,NaBr
mp-1331,YCd2
mp-22980,Li2CoCl4
mp-1029719,Ca3MoN3
mp-33461,Li3Mn3O8
mp-557257,KVF3
mp-753589,Li2VCrO4
mp-1025022,HoInPt4
mp-755616,Li8WO6
mp-2271,NaPt2
mp-1176658,LiMn2O2F3
mp-13381,CeZnPd
mp-1228178,Ba3SrY2(SbO6)2
mp-24148,LiLa2HO3
mp-14339,K2Pd3Se4
mp-1219028,SmTiFe11C
mp-1078409,Ba2LaBiO6
mp-1215450,ZnGeAs2
mp-1078833,Tb(AlAu)2
mp-1112,CeCo2
mp-755191,LiMnF4
mp-1217718,Tb2AlFeO6
mp-1183419,Be2IrRu
mp-1227868,BaNa(FeAs)4
mp-1218280,SrGdCoO4
mp-756909,TlGaO3
mp-11373,DyTlPd
mp-1516529,BaNaSmWO6
mp-1220349,NbB2W
mp-1813,Ba2Mg17
mp-7045,RbGdS2
mp-1068235,SrGe3Ir
mp-1223202,La2NiPt
mp-7018,LaGaS2O
mp-1078035,Sm2Cr2C3
mp-1217913,TaTiAlO6
mp-1106214,LuGePd
mp-7938,KNbS2
mp-1207514,YbPPd
mp-11698,Tb
mp-1217750,Tb2In3Cu
mp-1106021,Tm2Ge5Rh3
mp-1174085,Li5Mn(CoO4)2
mp-1223234,La2CuO4
mp-29736,YAlGe
mp-9205,KSeO2F
mp-980062,YbErZn2
mp-2752,Nb3Au
mp-1111939,K2CrCuF6
mp-867681,Li5Si2BiO8
mp-567658,Ba2Li3NbN4
mp-30422,Sr7Au3
mp-1114343,Rb3CoF6
mp-754203,SmErO3
mp-1185246,LiYb2Cd
mp-20859,DyCuSb2
mp-1185126,Li2YAl
mp-1225217,EuAl2Ag3
mp-12961,YAlPd
mp-20024,LaCuSn
mp-1183690,CrGaRh2
mp-556985,SiO2
mp-1814,BaAg5
mp-27975,NdBr3
mvc-4204,Ca2TaAgO6
mp-865162,MgGeRh2
mp-554765,BaSb2F12
mp-866220,CaNdZn2
mp-972504,Sm2AlZn
mp-1018179,AlAu2
mp-1188948,CeGePd2
mp-1217708,Tb2MnS4
mp-1212180,Ho6InCo2
mp-1104150,Tm5Ru2
mp-757235,Li2CuF4
mp-756842,Li3Cr2NiO6
mp-22151,BaGePt
mp-774907,KLiZnS2
mp-22812,In2Ir
mp-22701,ScFeSi
mp-1186437,Pd3W
mp-1228882,As7Rh12
mp-1183887,Eu2BiAu
mp-753458,TiCr7O12
mp-759343,MnF4
mp-864844,Zn2RhAu
mp-10412,Mn(SbS2)2
mp-1518659,KBaTbBiO6
mp-32887,HfTe2
mp-510294,Sr2CuWO6
mp-1222649,Li2MgTi3O8
mp-1217833,TaTl6VS8
mp-1024948,LuZn2
mp-1225848,Er4CoSn8
mp-1078557,PrPt
mp-1220497,NbV(Cu3Se4)2
mp-1214488,Ba4As3
mp-1225516,ErAgS2
mp-1111968,Cs2RbAsF6
mp-2621,ErAg
mp-1101842,LuNi4B
mp-9580,TlGaSe2
mp-1218423,Sr4HfTi3O12
mp-752567,Li3Co2Cu3O10
mp-1246926,Mn10NiN8
mp-755642,Li3VS4
mp-30415,PrAu2
mp-866158,YLuMg2
mp-1101772,PrNi4B
mp-754691,V6O7F5
mp-13378,TbZnRh
mp-1112609,Cs2InCuCl6
mp-753920,Tm2SeO2
mp-1226338,CrNi3
mp-1079298,NaTl
mp-1039147,CaZn
mp-1114710,Rb2TlCrF6
mp-18888,Sr2CdWO6
mp-1207146,La2CdNi2
mp-1027524,Mo3W(SeS)4
mp-1205568,Sr2LiOsO6
mp-2226,DyPd
mp-1213704,Cs3LiPb4
mp-1064427,GdBr
mp-4828,HfNi2Sn
mp-780712,CeCrO3
mp-1189689,Sc4Si6Ir7
mp-1563,CaSi
mp-1568567,CaLaFeBiO6
mp-1104518,In(MoSe)3
mp-1185007,LaAlAg2
mp-504703,EuFeO3
mp-1184907,K3Cd
mp-1176720,LiFe5(OF2)4
mp-1028590,Te2W2SeS
mp-1208100,Tm3Fe2Ge3
mp-1173121,TbCuSe2
mp-1247276,Mg2TiMn3S8
mp-1183675,CdPd3
mp-1226846,Cd5Te4S
mp-1113536,Cs2TlAuCl6
mp-9223,ScGeRu
mp-1184866,HoMg5
mvc-6720,Ca(SbO2)2
mp-1217094,Ti3Nb3Sn2
mp-865554,Mn2VGe
mp-21164,SrGePt
mp-23197,TlI
mp-22335,GdB2Ru3
mp-1269,SmS
mp-1066989,H2
mp-23870,NaH
mp-5671,Sr(CoP)2
mp-1079629,Mg(BC)2
mp-755537,Y2HfO5
mp-867361,CeTlAu2
mp-768537,Cs3TlO3
mp-1104639,YbGa6
mp-1226007,CoIr
mp-583,CoAs
mp-25294,VP2O7
mp-1068422,EuGe3Pd
mp-20070,GdTiGe
mp-1189145,Dy2Si4Mo3
mp-20012,InSb
mp-19212,Rb2MoO4
mp-7566,InPO4
mp-676599,Cu8NO11
mp-547125,TbBi2ClO4
mp-1441,CsO2
mp-8923,Sr2LiFe2N3
mp-1095584,PRuS
mp-1106070,Dy2Co17
mp-1894,WC
mp-19971,ZnCo2Ge
mp-973149,Mn3Al
mp-985582,Li6PS5I
mp-1027624,MoWSeS3
mp-1224427,HfTaFe4
mp-1094629,MgGa2
mp-1184822,HoZrRu2
mp-1187884,Y3In
mp-1518847,Sr2HfNbO6
mp-30952,GaCl3
mp-1105323,LiNdTi2O6
mp-22984,NaBiO2
mp-1206525,SrAsAu
mp-1224981,FeCuPt2
mp-1221437,Na(Nb3Te4)2
mp-30352,NaAg2
mp-1212442,Hf5Si3N
mp-573267,YbNiGe2
mp-568959,La4As3
mp-1223104,La3Nd(GaO3)4
mp-1180208,NF2
mp-1215995,YInPdAu
mp-1223463,KCNO
mp-559299,VPO5
mp-1516726,BaSrDyBiO6
mp-1189420,TbGePd
mp-1219231,Sm2Fe4Co13
mp-1104453,Ba2Cd2As3
mp-977574,HoSbPd2
mp-999178,SmFeC2
mvc-12966,Mg(MnS2)2
mp-1020622,SrZrO3
mp-1218759,Sr2NdTlCu2O7
mp-22053,FeCu2GeS4
mp-1080547,CeMgAg
mp-3071,Nd3Ni13B2
mp-1078054,Sn2Rh3S2
mp-23849,Li2H2SO5
mp-11022,ScAgO2
mp-1221217,Na3LiV4O12
mp-765663,VF3
mp-1087228,Er2NiAs2
mp-1186775,SrYb
mp-1227495,BaSrPdF6
mp-767395,Li3CuSbO5
mp-1223901,InBi3
mp-1225353,GdCo2Ni2B
mp-1072856,PrZn2
mp-1188093,ZrTl2PbS4
mp-1187921,ZnRu2W
mp-1225196,EuZnGa
mp-1103536,Y3Zn11
mp-1181888,CrH12I(N2Cl)2
mp-1120746,Te2Mo
mp-20434,GdSnAu
mp-853240,LiCoO2
mp-569931,Pr(NiP)2
mp-1222564,LiCoCuF6
mp-28928,DySBr
mp-10847,NiSbSe
mp-1228959,CsPr2Ti2NbO10
mp-1185777,Mg2Sc
mp-4474,V4GaS8
mp-754188,Li3CrF6
mp-29260,Ti(SeO3)2
mp-866227,CaNdRh2
mp-16648,LiSn4Rh
mp-1211302,KPt3O4
mp-1216598,Tm2CuO4
mp-541032,Te7As5I
mp-292,V3As
mp-33880,Sr(GaTe2)2
mp-1208520,Tb6InCo2
mp-867315,CaGdHg2
mp-1114366,Rb2NaNdF6
mp-1225293,DyAlCo4
mp-1113492,Cs3YF6
mp-1068742,SrZrO3
mp-1287641,V3Zn2O8
mp-1215949,YGePt
mp-978911,TbYHg2
mp-1183155,Al2NiOs
mp-20309,EuPb3
mp-22493,YInAu2
mp-1252764,AlF3
mp-1103351,Na4Mg(SiSe3)2
mp-754060,Li7BiO6
mp-1080026,Ce(SnPd)2
mp-1103252,ZnPd2
mp-20975,CeIn5Ir
mp-1218768,Sr2LiLaTi4O12
mp-1229064,AgSbPbS3
mp-29618,NiP3W2
mp-1078209,LiLa2FeO6
mp-1079489,Zr2InAu2
mp-1272149,NaNiO2
mp-862290,LiFeRh2
mp-1891,SmAl4
mp-1227993,BaGa2SiS6
mp-22427,BaSr(FeO2)4
mp-1221650,MnCdTe2
mp-558689,Ba2PrIrO6
mp-754429,CaTm2O4
mp-546862,HgPb2(ClO)2
mp-775015,Li2Cr3NiO8
mp-510376,CeBRh3
mp-1185078,LaYbPd2
mp-1226664,CeGaNi4
mp-643570,NiH2SO5
mp-1183342,Ba3Ca
mp-19019,NiMoO4
mp-1181563,Eu2Mn5Al12
mp-16507,LuAl
mp-1079936,TbCoGe2
mp-570882,CdI2
mp-1213950,CaAgAsO4
mp-864786,Yb2PdPt
mp-1100825,Zn3Mo3O8
mp-1217026,TiB4Mo
mp-1228822,AlV6Sn
mp-1106406,Ce2SnS5
mp-676448,CsTiZnOF5
mp-18865,K3(FeO2)2
mp-1205335,RbAg3S2
mp-753819,MnTlO3
mp-7924,Li2Sn5
mp-1283577,CrO
mp-21451,Ba2SmCu3O7
mp-867860,SmZnAu2
mp-1221515,MnZn4Se5
mp-1225618,Er2Ga6Cu11
mp-757065,Mn(SbO3)4
mp-546500,NaCNO
mp-1188262,TbScS3
mp-1218909,SnTe5Pb4
mp-1096992,Hg
mp-23739,SiH4
mp-637308,Ce5Sn3
mp-5168,AlSiP3
mp-1106000,La3Tl5
mp-1225961,CsScCuF6
mp-1215598,Zr2Se3
mp-1177938,Li2Mn3FeO8
mp-862,CaSi2
mp-1103066,SmSiPd
mp-998929,K2O
mp-1297057,Li2VCrO4
mp-625406,La(HO)3
mp-621659,La2Ge5Ir3
mp-1215535,YbGa3Cu
mp-10417,KSbO2
mp-1217730,Tb2Fe17C
mp-752988,LiV3(OF2)4
mp-978557,SmDyHg2
mp-1542042,CsHg5Cl11
mp-980064,YbErHg2
mvc-7329,Ca(SbO2)2
mp-1077423,TmAlZn
mp-1078625,Tm2InAu2
mp-1096947,DyMn2O4
mp-1215177,ZrTiMo4
mp-1228857,CsTlCuF6
mp-1209337,PrVSb3
mp-776441,VOF3
mp-1215776,Zr2Ga3Co
mp-714911,V3O5
mvc-5791,Mg2CoIrO6
mp-18759,Mn3O4
mp-554245,BaPb2IF5
mp-1186309,NdHoTl2
mp-1221924,Mn2CrI6
mp-1222794,LaGa3Pt
mp-3854,Y(MnSi)2
mp-867774,Ta2CrOs
mp-1227846,Ca3LaMn2(IrO6)2
mp-1113308,Cs2AlHgF6
mp-1272781,Cr2CuO4
mp-1219356,ScAlCu
mp-557464,MoSeCl7O
mp-1173888,Li2CoO3
mp-1079440,NiAsPd
mp-28391,SiCl4
mp-19352,KAl(MoO4)2
mp-1021498,P3Pd
mp-1207629,YRhO3
mp-1111654,K2LiYCl6
mp-1183621,Cd3Pd
mp-1006888,KYS2
mp-21343,CeB6
mp-22442,Ba2NaOsO6
mp-996967,TlCuO2
mp-1218577,Sr3CaTi4O12
mp-1224447,H2CBrCl
mp-1225856,CsVWO6
mp-1220457,Nd10(SiGe)3
mp-10671,Sr3(AlGe)2
mp-6591,SrLiAlF6
mp-1101810,Ge2W
mp-1729,SmFe2
mp-1213694,Cs3Tl2Br9
mp-1183850,CeBi3
mp-30328,Ho6FeBi2
mp-1120780,AuCl
mp-1114574,Rb2LiPrI6
mp-37255,Na2RuO3
mp-1103909,MnSeO5
mp-1112655,Cs3CeCl6
mp-29392,Na2TiCl4
mp-1186926,Ru3Rh
mp-1105065,Dy4(FeB2)3
mp-866188,TlCdRh2
mp-1030269,Te4Mo3WS4
mp-8758,SmRhC2
mp-755572,EuNbO3
mp-989592,Sr6Sn2NF
mp-578610,NaMoO2
mp-1186734,Pr3Y
mp-1067280,TmTlSe2
mp-754369,Na4MgO3
mp-1186313,NdHoZn2
mp-755200,LiNiO2
mp-20180,Mn3GeC
mp-1215581,Zr3HC2
mp-1221645,MnCdO2
mp-1281596,VOF2
mp-1213039,Dy(ZnP)3
mp-11324,TaSe2
mp-867685,Li2MnOF3
mp-1079224,V3AsN
mp-15910,Re2SbO6
mp-4587,DyNiC2
mp-1209038,Sm6Co2Sn
mp-1079994,Y(NiB)2
mp-555911,TlAsF6
mp-1185210,LaSbTe
mp-5273,KPrTe2
mp-1220348,Nb6AlGa
mp-13941,Sr2YbReO6
mp-864735,Mn3Ir
mp-676241,FeCl3
mp-867868,Sm2AgIr
mp-1221408,Mn5In4SbPd10
mp-1215221,ZrTiCr4
mp-11964,Ce2CdPt2
mp-1632,NdB4
mp-1225719,Er3(Al2Fe)2
mp-1220197,NdAlCu4
mp-16115,Pr2CuO4
mp-1111225,K2NaSbBr6
mp-754471,LiFe5O3F5
mp-1226893,CdGa4HgTe8
mp-974451,K2Al2O3F2
mp-1018726,HfVGe
mp-13686,Nb5Si3
mp-977218,Li2Mg
mp-1211648,KCaBr3
mp-1180725,LaCoO3
mp-21221,Pr(FeGe)2
mp-540703,Cs2S
mp-638078,CsTbZnTe3
mp-1025261,MgPPd5
mp-21403,CoCuP2O7
mp-1281224,MnO
mp-17383,Ni2Ge
mp-29619,Sr2Bi
mp-23263,LaBr3
mp-703673,YbVO3
mp-573995,Ho(CoB)2
mp-1188744,Pr(BrO2)3
mp-22315,HfCoSn
mp-11547,YTlPd
mp-569423,Ga
mp-14430,Sr2YRuO6
mvc-7100,Zn2AgWO6
mp-8282,Ti2N
mp-2749,TiBe2
mp-771776,Li2Cr3NiO8
mp-1065301,TmGa
mp-864955,Mn2CrCo
mp-1188734,Pr(FeB)4
mp-30776,PrMg12
mp-570751,Nb3Te
mp-1183489,Ca3Sn
mp-1184618,Ho2TlHg
mp-21487,EuIn2Rh
mp-862600,Be2PtRh
mp-18695,Fe15Co
mp-1104068,Lu(Mo3Se4)2
mp-12494,CsPrCdTe3
mp-19090,MnTeMoO6
mp-865160,MgGeIr2
mp-1079052,Er2CdGe2
mp-1206580,GdSnGe
mp-1025266,Tb2Cr2C3
mp-754625,SrTaNO2
mp-1018054,HfPt3
mp-1218990,SmY4Se5
mp-9666,K2NaGaP2
mp-1218045,Ta2TiO6
mp-754534,Li2CeO3
mp-753651,SrLa2Cl8
mp-1217508,TbSc3(BO3)4
mp-3995,La(CuSi)2
mp-1104244,BaCo2(PO4)2
mp-568993,Pr(NiAs)2
mp-21344,CuGeO3
mp-1211385,LaZrF7
mp-759476,Li4MnF7
mp-1187026,SmYHg2
mp-753338,LiVF4
mp-1222125,Mg4SiGe
mvc-14047,MnS2
mp-1519269,BaSrNdBiO6
mp-7781,CaZrS3
mp-1182902,AlF3
mp-29188,VHgO3
mp-867149,Sr2CdSn
mp-755915,Li4Nb3TeO12
mp-756117,Li2TiTeO6
mp-1460,RbGa7
mp-1186720,Pr3Ho
mp-754678,BaTaO3
mp-1104860,Al2ZnSe4
mp-1206717,LaBiPd
mp-8307,CaNi4B
mp-570175,Ce5Si3
mp-1522933,BaSrGdNbO6
mp-1011709,Cs2Se
mp-1205789,LaCuPd
mp-757871,Li3CoNi3O8
mp-552729,KIO3
mp-865768,Ti2MnOs
mp-1102615,CeTeCl
mp-1210084,NaRh(SO4)2
mp-13685,Cr2S3
mp-1187934,Yb2RhAu
mp-7137,LiTbO2
mp-1215607,Zr2TiSnO8
mp-1094455,Mg2Zn
mp-1183650,CdHg3
mp-1207066,La(AgGe)2
mp-1078162,Fe(RhSe2)2
mp-1078853,DyCdCu
mp-1007666,HoAu
mp-1188559,YAgSe2
mp-560902,MnF2
mp-1513,Co9S8
mp-867926,LiInPd2
mp-1068746,TlHPd3
mp-1070099,Ca(GaAs)2
mp-1176552,LiV2O2F3
mp-1057315,Eu
mp-554518,EuCO3
mp-1218846,Sr2CoRuO6
mp-1114629,Rb3NdCl6
mp-866139,TiBe2Ir
mp-1225186,Fe2Si
mp-1187558,TmF3
mp-677526,Rb2SeO4
mp-975882,Li3Cu
mp-1105268,Ba3Rh(CN)3
mp-997021,AgPbO2
mp-1220645,Nb3Au
mp-1232111,Sm2MgS4
mp-1105366,KAu(IO3)4
mp-1078896,Mn2Ga2S5
mp-571554,PrAlSi2
mp-20599,PdPb2
mp-568917,LaInAg2
mp-29556,Tl2WCl6
mp-12015,KAg2AsO4
mp-6793,BaLa2ZnO5
mp-1223647,InGeTe2
mp-674953,Cu2GeTe3
mp-1224182,HfTiW4
mp-1177939,Li2Mn(PO4)2
mp-1025263,Ti2NiS4
mp-22860,LaI
mp-1188579,BH6N
mp-1220818,NaBi(WO4)2
mp-1223369,La2CrFeO6
mp-3348,LiBIr
mp-865711,Li2TlAu
mp-12854,ZnCu2GeTe4
mp-10597,Ag
mp-1205384,LaTe2
mp-23295,RbCl
mp-2184,As2O3
mp-1207696,TmScO3
mp-1189194,NaNbO3
mp-781614,V6O7F5
mp-1102520,ZrSiMo
mp-1205587,ErPRu2C
mp-753575,BaCaI4
mp-14787,Tm2S3
mp-16638,Nd2MgCu2
mp-1103107,Li
mp-1181327,Fe3B
mp-681992,Zr5Pb3
mp-31250,BiBO3
mp-1029711,NaVN2
mp-1217010,TiBe4Nb
mp-1210869,LiGaPO4F
mp-1185924,Mn3Re
mp-864999,Dy2IrRh
mp-1209864,Nd3ZrSb5
mp-31103,Ni3Te2
mp-1114529,Rb2YInI6
mp-542634,Ta2Te3
mp-777681,Li3VF6
mp-1185319,LiCl
mp-414,LuSe
mp-1102086,TiNiAs
mp-1206415,MgNi3B
mp-861663,LiRh2Pb
mp-780295,Li2VO2F
mp-13149,BaAlSi
mp-1205762,La2MgSi2
mp-1187117,Sn3Pb
mp-1214316,BaTbCuBO5
mp-1551,Te2Ir
mp-1520614,KBaBiWO6
mp-10651,YbSi
mp-20748,Dy4In(NiGe2)2
mp-570172,HgIBr
mp-753774,KTmO2
mp-13658,RbNO3
mp-29463,LiBeN
mp-11407,GaPt3
mp-8837,Ba3Er2Cu2PtO10
mp-11340,Dy(Ni2As)2
mp-9948,V5Te4
mp-14015,HoMn12
mp-28328,RbI3
mp-558231,Ba3Ho2Cu2PtO10
mp-1078903,SrZnSbF
mp-1229060,Al(V4Ge)3
mp-1213784,CeAl6Pd
mp-753141,Li5Cr2O8
mp-1103934,PrAl4
mp-977,LuIn3
mp-12411,Li2ZnGe
mp-754605,LiLuO2
mp-23539,KSn2Cl5
mp-1179864,NaMnCu3Se4
mp-1113393,Cs2SbAuBr6
mp-1079141,Pr(GeIr)2
mp-1283877,Co2As2O7
mp-1178366,Dy2SbO2
mp-8684,Cs2VAgS4
mp-1178422,Cs3GaO3
mp-1318725,Li2MnO2F
mp-567842,TaBe12
mp-1178967,Tb(BRh)4
mp-866152,TiBeCo2
mp-1007691,HfPt
mp-975612,GdEr3
mp-1222129,Mg2ZnP2
mp-555313,ScBiO3
mp-975605,Pr6IrCl11
mp-11526,TmNi5
mp-1186379,NdYIn2
mp-1217314,TeMo2Se3
mp-752582,Li4VO4F
mp-20538,HoMgIn
mvc-11645,Zn(FeO2)2
mp-982009,Pr2CdSn
mp-975883,PrNdHg2
mp-1207181,TmNiAs
mp-989573,Rb2BrCl6F
mp-1206003,Ce2NiGe6
mp-754538,HgPtO2
mp-542724,LaNbO4
mp-1225534,DyMnAl
mp-20838,CaIn4Ir
mp-1190085,ZrB4Ir3
mp-1221658,Mn6Zn2CN
mp-642682,CsHO
mp-1212129,HoHfF7
mp-1209,RbAu5
mp-1105907,Er3Ni
mp-21223,YbIn2Ni
mp-543011,ZnS
mp-1221139,Na4TeSe
mp-1521653,Eu2HfTiO6
mp-1224681,GdAgSn2
mp-1221502,MnZnS2
mp-14623,K5CuAs2
mp-1106165,Nb5Si3B
mp-1205755,TbSnIr
mp-1187333,TbErHg2
mp-1215701,Zn2InCuTe4
mp-1205473,Zr5AgPb3
mp-756933,TaTlO3
mp-975272,Hg
mp-1280463,Al2NiO4
mp-997394,NbAgF6
mp-540569,CsCr5S8
mp-754688,Li4Co3OF11
mp-1232290,Cu3SbF12
mp-21228,SrCuSeF
mp-1223322,KRbMnF6
mp-9640,SrCu(SeO3)2
mp-1080061,Dy(SiPt)2
mp-1303642,Sr3NbCoO7
mp-16495,AlCrFe2
mp-23536,SbI3Cl8
mp-11519,NiSnRh2
mp-550274,Sr2CoWO6
mp-996998,HAuO2
mp-644223,LiBH4
mp-999291,PrPd
mp-1518167,BaCaSmSbO6
mp-30502,TmCd3
mp-20420,KGdTe2
mp-1112453,K2AgPdF6
mp-20472,LaRuO3
mp-1077552,TbNi4Au
mp-1080559,In(GaAu)2
mp-5955,NaSbF6
mp-569516,HfNi5
mp-777382,Ni3OF5
mp-1105367,KB2SbO6
mp-1042,HfSi
mp-9366,RbHoS2
mp-1209263,RbAsO4
mp-975609,Li2TlPb
mp-675643,Ce5AgS8
mp-30457,LuNiBi
mp-1187240,Sr2InHg
mp-865640,TiGeRu2
mp-1225231,Gd2VFeO6
mp-867762,DyMgAu2
mp-753850,Li4Mn5O9F
mp-866059,GdMgRh2
mp-972,MnSe
mp-1183674,CdIn3
mp-975892,PrMgAg2
mp-14105,AlTlO2
mp-1183806,DyLuIn2
mp-20935,ZrSnIr
mp-1077428,NdCu4Ag
mp-1173998,Li3MnCoO5
mp-20756,LaTiGe
mp-2402,NaSi
mp-1025446,CeGa2Ni
mp-542812,GaTe
mp-30047,Sn2Mo
mp-980665,Zn2CuIr
mp-569411,La3ScBi5
mp-8759,Cs2ZrO3
mp-1080526,Zr6Ga2Fe
mp-1119338,Na2O
mp-1185786,Mg3Tl
mp-1099761,Sr2Cu2O5
mp-763934,Mn3OF5
mp-755463,Li3SbS3
mp-867779,Ta2CrFe
mp-1176695,LiFeF4
mp-1518697,SrEuZrTiO6
mp-27638,NiI2
mp-11653,BPO4
mp-1184288,Eu2ZnCd
mp-989522,Mg6Bi2PN
mp-1217153,Ti3Cu2NiS8
mp-9439,YbCuSb
mp-30834,SrSn3Pd
mvc-11251,Ti2ZnS4
mp-9488,SmOF
mp-1189917,Nd3Tl5
mp-1639,BN
mp-1189528,Ca2ScSbO6
mp-1184644,Ho2TlIn
mp-1153,Li2S
mp-1180871,KCu3(AsO5)2
mp-999549,WN2
mp-1010,MnB4
mp-637918,Cr3GeN
mp-12442,KAuF6
mp-556619,NaLaMgWO6
mp-3557,Eu(CuGe)2
mp-1104331,Li2Nd2Ge3
mp-755747,Li2FeF4
mp-13985,Li2PdF6
mp-1188474,MnIn2NiO6
mp-12322,RbGd2CuS4
mp-1210616,Mn4Cu3BiO12
mp-1214394,Ce3In4Ge
mp-753011,LiMnPO4
mp-1221920,Mn2FeCoP2
mp-3328,Ho2Al3Si2
mp-1211768,La5CuGe3
mp-1186348,NdGd3
mp-6098,ErNi2B2C
mp-22720,RbSr2Nb3O10
mp-1971,HoCu
mp-18769,CeVO3
mp-1178469,Cu3OF5
mp-1222349,LiGeRhO4
mp-15776,Zn(GaSe2)2
mp-756860,LiMn5(CuO6)2
mp-674456,Zr10HN8
mp-1105173,Li2FeSnS4
mp-13918,Sr(GeAu)2
mp-1183409,BeAsRu2
mp-1229116,Ag3SBr
mp-1072922,TbSn2
mp-2977,CuAgTe2
mp-1218976,Sn2GeTe3
mp-1217486,TbMnFe
mp-1105669,NdZn3
mp-1226023,Cr6BC3
mp-771973,BaLa2Cl8
mp-1104799,Tm(Fe2Si)2
mp-755331,Mn2OF3
mp-303,BaZn5
mp-1205490,La3(AgSn)4
mp-1027115,MoW3(SeS3)2
mp-29633,LiGePd2
mp-1210431,Na2MgGeO4
mp-21059,Sr4Fe4O11
mp-1215968,YBeCu4
mp-571542,CeAlCo
mp-1222958,LaEuS2
mp-978514,SmTm3
mp-1183388,BaEu3
mp-975886,PrSmZn2
mp-1518565,BaEuDyWO6
mvc-9671,PrZn(MoO3)2
mp-22008,EuIn4Pd
mp-1102291,La3TaO7
mp-20366,Sm3Ga
mp-1025509,ZrZnF6
mp-1077578,CeGaAg
mp-1104707,Na(GeP)3
mp-1094661,MgGa
mp-865013,EuAgAu2
mp-1221791,Mn2Sb2PtAu
mp-23034,SrZnCl4
